AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DHCR24	1.95937	133.44	116.8	72.5725	148.542	66.6948	34.0782	68.926	137.37	72.3061	63.7362	33.6487	75.6393	54.4633	88.8548	174.212	26.7504	39.1311	82.7324	16.3646	118.996	8.87339	29.3016	18.4224	58.0451	30.1152	70.2032	11.7097	63.1459	7.60092	29.5293	54.5793	111.337	13.2487
FGGY	0.775887	0.847311	0.73756	1.53972	0.905117	1.50713	0.426829	1.23791	1.51836	1.57371	1.15401	0.186162	0.720088	0.702056	0.601721	0.640178	0.923766	1.41288	1.74937	0.389852	1.45544	0.922155	1.11551	1.77596	1.06382	0.298911	0.90197	0.910408	1.44912	0.859516	0.165556	0.739281	0.96041	0.791556
CYP2J2	0.0249851	0.0093581	1.00214	0.871971	3.01141	0.639815	0.0057783	0.0085062	0.0096815	0.0599205	0.340713	0.0059771	0.0047415	0.0257937	0.0150213	0.423936	0.006396	0.0272953	0	0.0155005	0.0094182	0.0021924	0.0052629	0.145096	0.150021	0.0092955	0.0206463	0.0058255	0.0131966	0.0080892	0.0025027	0.0025545	0.0159108	0.0098015
ALG6	2.80963	3.76325	3.92019	5.93649	7.48911	3.2995	4.36986	2.81052	2.70909	3.89866	5.57058	4.38485	3.01583	4.4969	3.90916	4.03998	1.75401	1.52674	3.94092	2.90836	4.55878	3.04064	2.95647	3.13896	3.26503	3.45314	4.18096	2.56874	3.40375	2.90853	1.69467	1.74667	3.97885	4.65352
PGM1	28.2377	32.4242	17.5371	23.8245	21.2122	4.82532	5.78489	13.5518	0.156152	12.347	17.2761	8.83478	6.36744	7.77074	14.3194	0.0640812	0.108073	27.6537	16.9624	0.156254	12.9819	4.89339	16.4414	12.5887	28.4322	0.280815	16.7829	0.0425052	8.80988	6.32318	0.415196	16.6196	27.139	7.99097
AK4	4.59557	6.15145	10.3048	6.88096	18.8287	4.53405	2.96044	2.97808	5.18845	6.32858	5.64748	2.43971	1.23473	0.569925	5.49815	10.6492	10.2384	13.5569	4.84943	1.34627	7.8236	2.36852	3.94648	5.29984	2.6879	8.35616	0.694468	2.4916	4.85076	8.7078	6.93113	4.05476	24.9731	0.0773463
PDE4B	1.57498	3.38972	0.399211	0.714532	0.476941	0.629015	2.6769	2.89067	0.0464546	0.475973	1.21442	0.886266	0.194498	0.224477	0.472032	0.150208	1.20232	0.407809	0.821678	0.0481256	2.1243	1.48187	1.4518	0.782674	0.531225	0.0384807	2.70783	0.0032885	1.63295	0.0312039	0.0084768	3.45793	1.44805	3.22574
RPE65	0.0095409	0.0455623	0	0	0	0.0548919	0	0	0	0.0049032	0	0	0	0	0	0.0025833	0	0	0.0073892	0	0	0	0.0030146	0	0	0	0	0	0	0	0.0028671	0	0.0030379	0
CTH	2.44995	20.4726	7.27592	7.96784	5.09178	0.701712	1.0485	3.29419	2.4193	2.70101	2.7877	1.5769	1.05711	18.2983	28.1657	5.78717	5.14543	7.71504	1.52592	7.874	5.83275	14.2052	1.67856	9.04578	0.57153	25.51	1.15716	21.264	1.26514	31.7314	29.5358	1.79081	2.6112	1.66928
FPGT	5.98395	7.94338	6.91256	4.12646	6.659	4.63495	3.23894	2.08753	3.07841	5.4466	4.0103	2.27982	2.97969	4.72119	2.77935	1.98486	1.37037	1.78238	3.55611	3.42945	4.4942	5.39601	4.83717	4.2462	2.93912	3.06351	0.901613	6.31022	1.60641	4.73167	2.26099	2.83412	2.44271	6.06595
ACADM	20.8133	66.1418	57.0106	33.7687	59.7806	49.3598	33.2691	28.227	26.6312	31.856	28.7141	10.408	17.4759	43.4396	45.0444	50.24	17.9425	19.8593	24.4575	19.6568	59.484	53.4614	30.4076	32.6279	29.7421	43.8051	16.9097	37.6489	21.3768	30.4082	33.946	24.6613	26.481	32.0603
ST6GALNAC3	0.618669	1.41936	0.113609	7.9377	0.0956327	0.240287	0.029891	0.204171	0.205338	0.430415	0.397244	0.0037104	0.0166788	0.0440322	0.0051804	0.37888	0.054262	0.945469	0.0026693	0.0737694	0	1.88632	0.0784081	0.966308	0.0282205	0.0064114	0.0042721	0.466494	0.004369	0	3.21076	0	0	0
ST6GALNAC5	0.0175242	0.0295362	0.48417	0.0315658	0.496476	0.0336073	0.0162111	0.0139208	0.0101856	0.0180117	0.0045956	0.0041922	0	0.0180913	0.0070238	0.0347953	0	0.892135	0.004524	0.0081538	0.0110097	0.0123019	0.005537	0.0075384	0.0159428	0.0108662	0.0018101	0.0183865	0.0166606	0.0070921	0.0175537	0.0035833	0.0111596	0.0103119
PIGK	8.40601	15.839	7.73211	5.25396	8.60294	8.49326	12.9695	8.59466	4.90818	10.2079	7.54608	8.05078	4.19292	6.73935	12.1877	3.36324	9.90025	3.04957	9.14963	4.21388	7.80335	9.71835	4.23158	6.05358	6.52891	4.84484	6.9873	12.7185	4.4103	5.47746	9.07804	5.88527	7.53767	11.7481
AK5	0.0507952	0.368707	0.0260091	0.108423	0.0023737	0.0770139	7.79974	0.0415036	0.0070857	0.031325	0.0319697	0.271223	0.830537	0.0582072	0.203998	0.0143034	7.01861	0.134512	0.0424866	0.191913	0.007659	0.0930678	0.0141234	0.0301539	0.0199634	0.0060473	0.0541467	0.0028424	0.0321948	0.0049337	0.0146537	0.026174	0.0996284	0.384982
HS2ST1	8.62653	9.92423	21.6165	14.8663	32.8414	6.51992	12.3019	14.6975	16.8971	10.0863	13.2904	4.24733	4.93017	5.97123	10.4508	14.9307	13.3574	5.75932	10.2311	6.96436	9.85398	9.30822	8.41537	7.51921	3.00225	11.6442	8.04172	10.6641	4.02339	15.0686	23.3664	4.61744	14.2847	13.3418
GCLM	5.83623	11.7293	17.5577	5.008	22.5123	10.0428	4.36587	1.81892	2.76333	3.25053	4.36369	3.18422	3.45851	2.87382	7.845	14.0945	2.62271	2.05627	2.86918	1.76365	2.60435	4.27796	4.34982	3.03631	2.56984	4.31678	3.67304	6.43377	1.72399	8.9733	16.9004	2.00255	3.56755	8.97355
ALG14	0.699258	0.550433	0.68416	0.77005	0.72482	0.612402	0.283376	0.124091	0.401174	0.488219	0.400647	1.12428	0.412814	0.877672	0.505103	0.296768	0.353377	0.300765	0.190195	0.407149	0.47553	0.253151	0.263003	0.414504	0.821244	0.403934	0.533501	0.355307	0.409612	0.54485	0.798574	0.208528	0.394262	0.115607
DPYD	3.18467	6.90293	2.06801	5.06679	0.170349	15.5858	5.61161	0.715359	0.521973	3.78044	3.51739	0.252258	3.48322	1.74355	5.76719	0.105628	0.0207645	9.60698	5.86171	9.1424	4.61261	8.87678	3.73814	4.98965	3.66967	0.0689773	3.08925	2.66393	4.64658	0.171638	2.47233	2.09694	0.803094	8.221
AGL	3.10018	7.69268	5.26397	8.73439	9.01508	4.63444	3.19258	1.81839	5.80565	4.90483	4.44944	2.42412	1.89861	2.733	3.7153	4.81976	1.25846	1.39925	3.72613	2.91382	2.66446	3.8039	4.49002	2.79677	2.85991	5.50884	1.28274	3.77008	1.7067	4.15182	3.93588	2.13088	3.46147	8.46983
DBT	0.86913	5.08159	2.74687	3.62812	4.2456	4.01208	2.79034	3.49522	1.94576	2.26045	2.52102	1.55663	1.85882	2.17576	3.53519	1.9667	1.7444	2.07444	2.90063	2.78415	2.90998	2.43761	2.59924	1.93334	1.57118	3.06304	2.15391	3.45112	1.99751	3.9336	2.15166	1.9799	3.80344	4.14979
EXTL2	4.18336	5.61036	6.91508	10.5459	12.8554	2.15488	4.93547	6.15629	7.83077	4.23322	6.12734	4.33842	2.73285	5.5292	6.75378	7.45823	3.13447	1.20948	9.7346	2.39241	3.69577	4.44856	3.05428	2.35459	2.39626	9.45305	5.30992	6.15473	2.80683	8.58389	7.14713	2.21989	7.42728	5.82435
AMY2B	0.934924	1.37587	0.932931	3.58855	0.352619	0.860358	1.05215	2.41602	0.14548	2.56501	0.789587	1.96362	3.68115	1.90376	2.42243	0.283037	0.179029	1.22082	0.644252	3.9779	4.18652	5.2531	1.33822	4.66462	3.15711	0.443689	0.0517072	0.779253	2.31118	0.0607769	0.253666	0.641252	0.168766	5.12604
AMY2A	0	0.0042421	0.0096655	0.0306015	0	0	0.0052386	0.0205647	0	0.0349229	0.0059403	0	0.0085973	0.029231	0.0226975	0	0	0	0.0058477	0.0808041	0.051232	0.0159015	0.0143142	0.0584648	0.0288508	0.0112365	0	0	0.0095714	0	0.004538	0	0	0.0088861
AMY1A	0.0050511	0.0028378	0	0.0034119	0	0.0034189	0	0.0068785	0.0029359	0	0.0039738	0.0036251	0.0115026	0.0117327	0.0121471	0.0054705	0.0038791	0	0	0.0023502	0.0114241	0.0026594	0.0031919	0.013037	0	0.0037584	0.0062609	0	0	0	0	0	0.0064332	0
AMY1B	0.0213383	0.0029971	0.0034144	0.0036034	0.0031162	0.0036108	0	0.0544845	0.0031006	0.0137075	0	0.0267997	0.0303705	0.0041304	0.0064144	0	0.0081937	0.0139868	0.0041315	0.0322678	0.0442396	0.0224692	0.0101132	0.0240952	0.0058238	0.0039694	0.0033061	0.018657	0.0135246	0.0025907	0.0032061	0.0196345	0.0101913	0.075338
AMY1C	0	0.0042862	0	0	0	0.0103278	0	0	0	0	0	0	0.0043434	0.0177213	0.0137603	0	0	0	0	0	0.0115035	0	0	0.0049228	0	0	0	0	0	0	0	0	0	0
AMPD2	17.3547	14.2536	43.9506	38.3477	33.5276	12.9764	49.0372	17.0946	27.6807	26.9026	32.2711	18.103	13.101	7.61904	10.6505	15.6012	20.3955	13.7459	24.9942	20.5011	8.91949	20.8364	10.8952	16.0225	10.7662	10.9708	19.2874	5.93473	7.10259	23.3902	9.75185	19.0691	34.1305	22.9926
GSTM4	4.29406	10.6907	4.73699	1.89506	4.19051	2.99907	5.81691	0.290487	3.42439	5.21068	3.03168	3.34467	3.05716	2.63181	1.42743	3.62733	3.01462	1.14289	0.175978	4.28079	1.53476	0.505388	3.78164	1.20585	4.84989	5.00664	5.84417	2.05645	2.17643	4.18428	1.72098	1.83194	2.98108	4.07398
GSTM2	2.59523	3.34136	2.83568	0.747119	1.92747	1.19407	11.976	0.868816	5.61354	0.366772	0.260079	0.574284	0.802072	0.179411	0.377067	5.03922	5.38843	1.71732	0.021535	3.91443	1.12968	0.372503	3.19993	0.211317	4.57367	7.34265	2.5409	0.95303	0.945816	2.45619	1.50777	0.250172	0.228225	1.5235
GSTM1	0.170756	21.1933	38.6437	0.0096118	47.8613	30.3584	36.7457	25.3268	31.2055	0.0658148	18.1917	0.755711	0.0081011	0	0.03422	0.315929	0.131136	0.102599	0.0661226	22.0278	0.0536391	0.0374594	34.4845	36.4148	0.0466041	42.8497	0.0440945	0.039813	9.04602	0.0552842	0.0513129	0.0174579	0.0090616	15.7418
GSTM5	0.0042604	0.0993324	0.0613538	0.0043167	0.0522619	0.0418132	0.0251248	0.0188557	0.0346678	0.0043789	0.0033518	0.0030576	0.0012127	0	0.0012807	0.0138424	0.0016359	0.0069814	0.0016498	0.012885	0.001606	0.0011215	0.0255762	0.048108	0.0034883	0.0760816	0.0039606	0.00298	0.009451	0	0.0089618	0.0065336	0.002713	0.0125349
GSTM3	0.171922	0.0181104	10.9952	4.06816	20.1309	14.0877	0.443573	19.1779	1.1273	11.0855	0.431129	0.640059	0.129994	0.141434	5.47169	15.9286	0.0515751	1.24312	0.0811375	0.143739	2.99528	0.741106	1.29861	0.220134	1.3021	1.54509	0.347952	0.0150319	0.14983	7.41651	2.59932	0.0032957	3.04325	0.0505829
AHCYL1	23.2719	47.1419	44.6718	41.62	67.1089	29.3415	36.6972	36.1792	32.1901	30.6638	39.999	11.1735	20.5904	24.6424	36.3249	40.9682	24.6804	30.0259	32.7972	30.7206	22.8289	37.8444	28.7874	30.7841	25.6904	43.5663	17.1732	35.6804	15.1083	41.8571	42.6504	19.8461	30.2137	26.9179
CEPT1	3.92136	5.56286	4.27585	6.90536	7.07054	6.96301	9.32512	5.23757	4.10812	4.58078	6.0623	2.69773	5.40208	7.61668	5.53794	2.70153	3.0401	7.04911	5.14374	4.99672	5.76602	5.09735	6.00258	3.86311	5.4593	10.4075	4.04489	3.58422	3.52548	3.08169	2.52658	4.99987	5.09236	7.15739
CHIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004332	0	0.0055336	0	0	0	0.0108644	0.0037936	0	0	0	0	0	0	0	0.0034992	0	0	0	0
AMPD1	0	0.0116247	0	0.0034941	0.0060433	0.0245088	0.0035889	0.0176107	0.0030066	0	0.0081392	0.0074248	0.002945	0	0.0124398	0.0028012	0.0039726	0.0271252	0.0200309	0.0048137	0.0038998	0	0.0032688	0.0066756	0	0.007698	0.0128235	0.0072365	0.0065572	0.0276335	0.0186534	0	0.0197645	0.0182633
MAN1A2	4.03911	5.55734	4.42027	7.42459	8.53182	6.10945	6.36427	8.19628	7.00558	6.6621	7.15689	1.9051	2.65809	3.38765	5.42121	5.28538	4.22363	1.62433	6.81196	4.0308	5.59307	7.2776	6.81402	4.79449	3.10328	5.05825	3.27117	3.83787	2.68006	6.48581	6.89947	2.18935	7.9223	14.2303
HAO2	0	0	0	0.0089614	0	0.0538787	0	0	0	0.003409	0	0	0	0	0.0079762	0	0	0	0	0	0	0.0034925	0	0	0	0	0.0082222	0.0092798	0.0042044	0.006443	0.031894	0	0	0
HSD3B2	0	0.0029945	0	0	0	0	0	0.0072584	0.003098	0.0054783	0.0167731	0	0	0	0.0064089	0	0	0	0	0	0	0	0	0	0	0.003966	0	0	0	0	0.0352374	0	0	0
HSD3B1	0.0353921	0	0	0	0	0.0095822	0	0	0.0082284	0	0	0	0	0	0.0085112	0	0	0.0278385	0	0	0.0106729	0	0	0	0	0.0052669	0	0.0099023	0.0089728	0	0.0127626	0	0	0
PHGDH	0.726415	110.329	88.296	77.3413	30.7484	29.2805	24.5434	17.6342	14.1159	22.5524	33.6692	9.95936	21.4735	74.0467	75.5712	7.48834	0.217705	75.9661	36.3126	81.3731	35.2015	73.1471	34.7148	49.9977	5.8825	0.136776	27.7765	0.0588661	26.6127	52.0144	101.049	18.3963	52.9056	1.90007
HMGCS2	0.140442	0.013604	0.0030996	0.0163561	0.0141445	0.0065558	0.00336	0.0329747	0.0225186	0.0099551	0.01524	0.0243292	0.0110284	0.0037497	0.0145578	0.0209798	0.0074384	0.0126975	0.0300051	0.0157733	0.0146042	0.010199	0.030603	0.0187492	0.021148	0.0144139	0.024011	0.023712	0.0153473	0.0047038	0.0349271	0.0148538	0.0339236	0.0170983
FMO5	3.35966	2.37357	0.472213	1.26942	0.407104	2.37487	1.62899	0.214358	1.12583	2.88996	0.680638	0.131079	1.04802	1.12759	0.891455	0.269383	0.524149	0.820699	1.56899	0.619473	0.878714	1.3083	1.19364	3.22385	1.81291	0.486383	0.125109	0.684154	0.491987	1.69695	0.1531	0.398034	0.644287	1.90342
CA14	0.0202866	0.170961	0.0421993	0.0548126	0.0444386	0.0480592	0.066856	0.0552524	0.0442173	0.0599467	0.0598504	0.0218389	0.0346484	0.0314147	0.0640318	0.436676	0.0272644	0.0498654	0.0589178	0.0070794	0.0076471	0.0400533	0.0256392	0.075268	0.113504	0.53587	0.0314319	0.17028	0.135009	0.118225	0.207272	0.13689	0.494141	0.0238749
SETDB1	16.5134	18.8758	16.0701	17.5586	12.4377	32.7347	24.7195	16.1332	17.8641	26.7189	17.1357	9.99561	14.1801	16.2501	19.9386	8.9616	17.6231	30.8046	17.6106	20.4451	18.217	20.2226	26.6639	32.393	19.8439	18.8313	11.7449	17.0092	21.2478	19.2892	14.1893	24.8987	16.3209	23.3173
CERS2	32.6561	49.6609	63.521	42.0416	59.0307	55.9499	81.3524	57.1691	50.5385	73.9944	45.4254	14.448	24.9089	36.9542	60.543	31.2377	89.8122	73.825	44.1398	47.7485	33.1666	54.4638	36.9801	76.4579	18.5917	63.0513	32.1771	65.6769	31.7375	49.787	86.9336	77.7872	72.6818	44.8781
PIP5K1A	15.5296	13.9041	22.0061	17.9582	26.1544	5.86889	17.8583	15.5807	20.5023	19.6543	21.3271	10.9068	11.1615	10.1703	33.5931	18.9783	15.9331	31.9378	13.7077	16.3558	19.8057	14.4267	16.5239	17.1933	19.4545	19.7822	15.6813	19.0015	20.0422	22.3441	21.0907	14.1728	17.7586	16.8526
PI4KB	16.884	19.0125	17.2456	15.3234	17.9498	30.9073	21.1772	13.6119	21.7891	27.5812	22.2189	9.32893	14.9703	11.7721	20.0703	18.2632	15.5707	31.6214	20.4715	16.9786	16.1792	20.6971	19.2919	23.9081	20.6515	18.7652	11.6305	25.7657	19.5919	19.7323	25.9394	17.0386	12.9703	21.064
SELENBP1	0.235024	0.0240074	88.1977	0.0396883	82.9591	0.318156	0.129707	0.0618286	131.907	0.150976	0.0252137	0.0651686	0.0456145	0.0041357	0.0224793	3.48544	0.0164085	0.0665229	0.0330944	0.134208	0.0644313	0.0759312	0.0270031	0.0758253	0.0612291	1.50633	0.0926912	9.16117	0.0947939	41.886	15.6501	0.0098299	0.0476208	0.119439
THEM5	0.0379601	0.0213267	0.0161975	0.0085471	0	0.0685165	0.0438948	0.0086156	0.0147091	0	0.0398191	0	0.0432225	0	0.0076073	0.0411121	0	0	0	0.0529875	0	0	0.0239879	0.0571527	0.0828833	0.0094152	0.015684	0.0354028	0	0.639083	0.0380241	0.007762	0	0
THEM4	0.133796	4.33328	12.9386	12.6606	13.7923	5.44433	0.101019	0.058948	7.29408	5.26817	6.04015	16.7955	6.2842	7.30341	6.50142	15.4325	0.0151107	6.15967	5.65346	6.64289	8.01619	1.23691	5.43352	7.63284	29.3338	11.1268	8.88963	9.57339	9.47789	14.5606	4.02774	6.39704	0.185441	0.0231562
NPR1	0.0296451	0.015141	0.0534728	0.0254858	0.0330596	0.124041	0.0373961	0.0862459	0.0485593	0.778365	0.008481	0.0154732	0.0322204	0.0438199	0.108558	0.0160533	0.0393244	0.0229647	0.0062616	0.0702218	0.0893984	0.0184459	0.0102182	0.107816	0.0102976	0.0040106	0.110236	0.0188508	0.0153732	0.0196322	0.0388734	0.145482	0.0858102	0.0888076
PMVK	21.8864	26.6308	29.0377	24.4556	16.7623	33.1636	36.5719	25.1883	21.2188	65.8562	30.94	17.6132	34.5785	33.5832	31.7613	14.8385	19.9906	39.1105	34.7972	21.6389	28.4905	30.0678	24.1204	48.5306	29.9202	23.1179	18.9839	25.1203	36.4493	38.5241	9.25454	22.5674	27.6333	17.4122
FLAD1	8.75499	13.2123	12.9898	7.25098	11.1078	16.1358	9.14361	11.22	9.40311	19.0049	9.932	14.5987	14.7396	11.0652	13.3527	8.35458	10.5423	8.76036	11.5239	11.5462	9.41954	12.3213	8.89387	17.1615	8.04444	13.1165	9.97448	10.5467	23.6296	13.3166	10.2407	10.1008	12.5216	7.96285
DPM3	35.5112	32.6253	17.4502	13.9135	8.54767	35.9457	21.7629	11.8853	33.9506	40.5317	21.4808	17.0239	39.3741	23.4035	11.084	13.669	13.021	21.0462	32.5253	14.0176	55.2043	23.7976	13.0417	29.3849	28.1582	18.678	11.3143	28.1295	34.2815	20.2594	16.9153	16.3931	15.5773	7.72711
GBA	14.6899	11.8906	6.55797	7.60339	7.16745	24.072	8.4017	8.09434	8.3756	22.6549	10.3272	7.62284	13.1666	13.6281	11.2264	4.26759	10.3169	17.5799	15.7781	6.90178	16.2674	12.5753	17.5003	16.8433	10.748	12.726	6.25277	18.0771	12.1381	10.6215	5.61645	6.76894	4.45347	21.9116
PKLR	0.0095483	0.0509616	5.97994	0.0161241	4.01025	0.0064628	0.0563092	0.0195041	6.83177	0.0368021	0.0150238	0.0308366	0.0163079	0.0110894	0.011481	4.57593	0.0146657	0.018776	0.0554614	0.0088854	0.028794	0.0100543	0.0150844	0.0061611	0.0182419	65.0186	0.0088764	4.03731	0.0423629	21.2075	54.6028	0.0527151	0.0121608	0.0168557
FDPS	62.4481	52.4	24.8717	25.1336	30.5615	56.4769	24.4562	23.8275	41.4286	54.2775	24.1148	22.6865	50.6364	36.4773	56.8883	21.6893	19.8953	27.4948	30.2866	21.3155	101.902	33.919	29.3107	40.3534	36.5637	27.1473	31.8355	17.4758	115.123	17.4225	18.2094	144.493	45.3321	12.5655
ASH1L	4.28316	6.24578	7.80932	8.07289	8.3751	15.0696	10.3913	10.3615	7.86268	8.00556	9.15	2.75434	3.8725	4.24786	10.8978	6.69116	4.85325	6.53741	8.92265	7.27587	6.8973	11.2687	5.07678	8.3447	5.87341	7.36417	4.48896	5.65515	5.58777	5.50785	5.50935	8.69597	14.3511	14.4656
PIGM	5.35833	8.60232	10.7128	8.31495	12.3603	10.2936	10.2914	4.28597	10.3112	11.1629	7.48148	5.63809	4.02807	5.50943	7.257	3.46323	3.38499	4.43188	14.3773	5.78526	8.09023	13.2943	7.64594	9.31852	4.8009	7.4189	4.37425	5.51925	7.83134	5.45351	3.03515	3.76236	6.27595	10.2593
PPOX	3.97105	5.89531	9.76366	4.33694	6.84596	4.07726	4.15886	4.94333	6.58888	7.58166	5.14929	3.07822	4.77544	3.02896	4.66644	5.90425	3.91346	6.02695	5.54142	4.33773	3.12235	5.43147	5.02087	5.70233	4.28155	17.536	2.17047	31.1275	4.37914	10.8513	20.384	4.08142	4.39564	4.07528
B4GALT3	16.3362	11.545	16.3236	11.2077	16.4747	26.6568	15.6814	17.399	13.5287	27.5867	15.8205	11.4437	14.4736	12.8434	24.3229	15.4428	8.49958	43.0265	12.6798	10.1341	15.1503	13.598	25.8379	19.6098	9.66014	21.2095	13.5123	28.1789	24.4434	11.9036	38.0285	14.3306	16.6357	14.7748
NDUFS2	28.4188	41.9499	49.2326	25.1867	32.8482	58.6848	31.9951	29.2682	28.5493	66.7497	33.4033	29.309	52.0171	47.4856	52.066	27.5313	29.387	104.055	26.3858	40.2632	42.0259	52.6646	73.6095	78.8168	48.5374	47.7643	31.2079	51.0365	88.0376	37.7885	41.6431	27.8531	30.1265	30.0324
SDHC	38.6139	46.6529	32.5652	37.8088	41.4936	54.532	28.5276	34.9846	30.6365	62.6014	37.0906	23.2623	46.1385	49.6044	35.6143	23.0292	32.1995	57.1981	38.4231	27.9281	42.7208	36.7024	60.026	46.7043	47.9259	33.976	34.4026	52.6264	64.1985	42.2549	27.5397	29.0268	40.4317	27.0947
UAP1	37.3219	11.7502	20.0631	19.7574	37.0276	26.4855	10.0645	24.2443	28.1242	35.8664	23.6073	23.7794	16.1683	13.5053	20.4438	37.9911	17.9768	17.6834	15.0967	9.13698	13.8103	12.5141	22.953	21.6158	12.0069	19.7211	23.7243	29.5216	22.5288	20.5618	32.462	21.5894	31.7417	8.73617
HSD17B7	6.80518	5.99733	2.153	4.71895	3.47263	5.27595	2.84107	3.04466	7.61033	5.47453	4.02046	2.90439	5.59385	4.30844	4.16016	1.6756	1.71277	2.86324	4.21233	2.20084	13.6376	2.64782	5.70736	4.32199	5.57904	3.25302	5.02079	2.78164	12.5254	1.51347	2.6475	17.1851	6.68968	2.00765
MGST3	7.57143	10.3172	2.20196	4.0385	3.90237	16.2669	3.92555	8.22394	5.96383	9.01476	6.31683	6.01423	8.0717	11.4424	7.89435	3.53448	4.63365	12.357	5.80017	4.81117	21.6278	4.15954	15.4416	13.5015	10.036	3.27991	7.95779	2.35272	14.3046	2.4722	6.83895	4.80601	9.48077	2.82612
ALDH9A1	23.6496	29.7004	17.6061	18.7231	26.3142	30.7963	24.6518	17.5958	30.4866	18.0779	29.2472	9.74674	22.8281	37.9902	47.5247	19.2979	19.5515	57.1292	15.8342	10.9412	56.1653	34.5263	48.0128	25.4407	26.0464	20.6687	31.5586	19.869	27.6513	35.453	16.7528	7.01449	33.6218	20.6277
UCK2	21.2107	17.1216	22.2572	19.3967	24.2075	27.2435	14.495	17.0357	24.4345	31.031	21.7005	10.6068	20.2524	20.0323	34.0684	19.6671	24.1197	24.7056	17.5926	17.0287	19.0545	20.7527	27.9222	27.0247	13.2798	21.2136	24.7294	12.2304	30.6778	24.7415	19.2912	14.581	28.6813	11.6418
ADCY10	0.0101408	0.0091157	0.158371	0.0123298	0.122028	0.0562842	0.0056286	0.0220956	0.186257	0.0145922	0.0542511	0.0014556	0.0046187	0.0109925	0.0256065	0.0362435	0	0.0093059	0.0141368	0.0113243	0.0152905	0.0149496	0.0012816	0.0130869	0.0110709	0.12073	0.0050279	0.170238	0.0077129	0.0778123	0.0633854	0.024883	0.069744	0.0214822
NME7	8.37876	4.86161	6.91462	6.98974	7.98908	6.33764	6.75652	5.01188	6.71136	6.82547	8.75747	2.57642	3.66054	3.74414	3.95019	5.64706	5.28252	3.7931	8.28385	2.04744	2.72163	2.78225	4.14352	5.00453	2.21551	5.8059	7.26824	10.3394	5.22993	10.5289	6.2554	4.34686	9.09751	4.4614
FMO3	0.0035954	0.0040399	0.0621333	0.0024286	0.0294033	0.0048672	0.009978	0.0048962	0	0	0	0	0	0	0	0	0.0027612	0.0047134	0	0	0.0027106	0	0	0.0046399	0	0	0	0.0301788	0	0	0.0021609	0	0	0.0042314
FMO2	0	0	0.001455	0.0030711	0.0053117	0.0015387	0	0.0030958	0.0013213	0.0070097	0	0	0.0025885	0.0017602	0.0027335	0	0	0	0	0.0031732	0	0.0011969	0	0.0029337	0	0	0.0014089	0.0015901	0.0014409	0	0	0	0	0
