pathway_id	pathway_name	describtion	pathway_class	p_value	p_value_adjust	all_id	all_number	mapped_id	mapped_number	mapped_percentage
hsa05033	Nicotine addiction	Nicotine is one of the main psychoactive ingredients in tobacco that contributes to the harmful tobacco smoking habit. A common feature of addictive drugs, including nicotine, is that they increase dopamine (DA) release in the nucleus accumbens (NAc). The principal dopaminergic projections to NAc arise from neurons in the ventral tegmental area (VTA). In the VTA, alpha6- and alpha4beta2-containing nAChRs (alpha6*-AChRs and alpha4beta2*-AChRs, respectively) are located on GABAergic terminals and provide inhibitory inputs onto DAergic neuons, while alpha7*-nAChRs are located on glutamatergic terminals and activation of these receptors enhances glutamate release and increases excitability of DAergic neurons. Nicotine acts as an agonist to activate and desensitize these nicotinic acetylcholine receptors (nAChRs). After a short exposure to nicotine, alpha6*- and alpha4beta2*- nAChRs on GABAergic afferents are desensitized, decreasing GABA release and decreasing local inhibition of DA neurons. But the alpha7*-nAChRs on glutamatergic afferents remain active and enhance glutamate excitation of the DA neurons, leading to increased DA release in the NAc -and so facilitate the reinforcing effects of nicotine.	Human Diseases; Substance dependence	0.209177495005965	0.645921715348089	C00025;C00076;C00334;C00698;C00745;C01330;C01996	7	C00025	1	14.2857142857143
hsa00591	Linoleic acid metabolism	NA	Metabolism; Lipid metabolism	0.235026917599003	0.695936411776245	C00157;C00219;C01595;C03242;C04056;C04717;C06426;C07289;C07338;C07354;C14762;C14765;C14766;C14767;C14825;C14826;C14827;C14828;C14829;C14831;C14832;C14833;C14834;C14835;C14836;C14837;C19937;C20186	28	C03242;C14825	2	7.14285714285714
hsa00780	Biotin metabolism	Biotin (vitamin H or vitamin B7) is the essential cofactor of biotin-dependent carboxylases, such as pyruvate carboxylase and acetyl-CoA carboxylase. Mammals cannot synthesize biotin, while in bacteria, fungi, and plants it is synthesized from pimelate thioester through different pathways. In E. coli and many organisms, pimelate thioester is derived from malonyl-ACP. The pathway starts with the methylation to malonyl-ACP methyl ester, followed by the fatty acid chain elongation cycle to form pimeloyl-ACP methyl ester, which is then demethylated to form pimeloyl-ACP [MD:M00572]. Pimeloyl-ACP is converted to biotin through the final four steps in the biotin bicyclic ring assembly, which are conserved among biotin-producing organisms [MD:M00123]. In B. subtilis, biotin is derived from pimeloyl-ACP formed by oxidative cleavage of long-chain acyl-ACPs [MD:M00573]. Some bacteria synthesize biotin from pimeloyl-CoA derived from pimelate [MD:M00577]. Biotin is covalently attached to biotin-dependent carboxylase by biotin protein ligase, also known as holocarboxylase synthase in mammals, to form an active holocarboxylase. After degradation of the biotinylated carboxylase into biocytin, it is further degraded by biotinidase to release free biotin, which is recycled in holocarboxylase synthesis. Biotin is catabolized by beta-oxidation of the valeric acid side chain or oxidation of sulfur in the heterocyclic ring.	Metabolism; Metabolism of cofactors and vitamins	0.235026917599003	0.695936411776245	C00047;C00086;C00120;C01037;C01063;C01092;C01209;C01894;C01909;C02656;C05552;C05921;C06250;C19673;C19845;C19846;C20372;C20373;C20374;C20375;C20376;C20377;C20378;C20384;C20385;C20386;C20387;C20683	28	C00047;C00120	2	7.14285714285714
hsa04211	Longevity regulating pathway	Regulation of longevity depends on genetic and environmental factors. Caloric restriction (CR), that is limiting food intake, is recognized in mammals as the best characterized and most reproducible strategy for extending lifespan. Four pathways have been implicated in mediating the CR effect. These are the insulin like growth factor (IGF-1)/insulin signaling pathway, the sirtuin pathway, the adenosine monophosphate (AMP) activated protein kinase (AMPK) pathway and the target of rapamycin (TOR) pathway. The collective response of these pathways to CR is believed to promote cellular fitness and ultimately longevity via activation of autophagy, stress defense mechanisms, and survival pathways while attenuating proinflammatory mediators and cellular growth. Furthermore, there is evidence supporting that life span extension can be achieved with pharmacologic agents that mimic the effects of caloric restriction, such as rapamycin, via mTOR signaling blockade, resveratrol, by activating SIRT1 activity, and metformin, which seems to be a robust stimulator of AMPK activity. As an aging suppressor, Klotho is an important molecule in aging processes and its overexpression results in longevity.	Organismal Systems; Aging	0.235280993305136	0.695936411776245	C00003;C00020;C00076;C00575;C03582;C05981;C07151;C07909	8	C00020	1	12.5
hsa04740	Olfactory transduction	Within the compact cilia of the olfactory receptor neurons (ORNs) a cascade of enzymatic activity transduces the binding of an odorant molecule to a receptor into an electrical signal that can be transmitted to the brain. Odorant molecules bind to a receptor protein (R) coupled to an olfactory specific Gs-protein (G) and activate a type III adenylyl cyclase (AC), increasing intracellular cAMP levels. cAMP targets an olfactory-specific cyclic-nucleotide gated ion channel (CNG), allowing cations, particularly Na and Ca, to flow down their electrochemical gradients into the cell, depolarizing the ORN. Furthermore, the Ca entering the cell is able to activate a Ca-activated Cl channel, which would allow Cl to flow out of the cell, thus further increasing the depolarization. Elevated intracellular Ca causes adaptation by at least two different molecular steps: inhibition of the activity of adenylyl cyclase via CAMKII-dependent phosphorylation and down-regulation of the affinity of the CNG channel to cAMP.	Organismal Systems; Sensory system	0.235280993305136	0.695936411776245	C00020;C00076;C00144;C00238;C00575;C00698;C00942;C01330	8	C00020	1	12.5
hsa04713	Circadian entrainment	Circadian entrainment is a fundamental property by which the period of the internal biological clock is entrained by recurring exogenous signals, such that the organism's endocrine and behavioral rhythms are synchronized to environmental cues. In mammals, a master clock is located in the suprachiasmatic nuclei (SCN) of the hypothalamus and may synchronize circadian oscillators in peripheral tissues. Light signal is the dominant synchronizer for master SCN clock. Downstream from the retina, glutamate and PACAP are released and trigger the activation of signal transduction cascades, including CamKII and nNOS activity, cAMP- and cGMP-dependent protein kinases, and mitogen-activated protein kinase (MAPK). Of non-photic entrainment, important phase shifting capabilities have been found for melatonin, which inhibits light-induced phase shifts through inhibition of adenylate cyclase (AC). Multiple entrainment pathways converge into CREB regulation. In turn, phosphorylated CREB activates clock gene expression.	Organismal Systems; Environmental adaptation	0.260530113537668	0.754731566021493	C00025;C00076;C00165;C00238;C00533;C00575;C00942;C01330;C01598	9	C00025	1	11.1111111111111
hsa04730	Long-term depression	Cerebellar long-term depression (LTD), thought to be a molecular and cellular basis for cerebellar learning, is a process involving a decrease in the synaptic strength between parallel fiber (PF) and Purkinje cells (PCs) induced by the conjunctive activation of PFs and climbing fiber (CF). Multiple signal transduction pathways have been shown to be involved in this process. Activation of PFs terminating on spines in dendritic branchlets leads to glutamate release and activation of both AMPA and mGluRs. Activation of CFs, which make multiple synaptic contacts on proximal dendrites, also via AMPA receptors, opens voltage-gated calcium channels (VGCCs) and causes a generalized influx of calcium. These cellular signals, generated from two different synaptic origins, trigger a cascade of events culminating in a phosphorylation-dependent, long-term reduction in AMPA receptor sensitivity at the PF-PC synapse. This may take place either through receptor internalization and/or through receptor desensitization.	Organismal Systems; Nervous system	0.260530113537668	0.754731566021493	C00025;C00076;C00165;C00219;C00533;C00641;C00942;C01245;C01330	9	C00025	1	11.1111111111111
hsa05200	Pathways in cancer	NA	Human Diseases; Cancer: overview	0.272114715282021	0.780247295859671	C00027;C00039;C00076;C00122;C00149;C00165;C00187;C00280;C00410;C00416;C00533;C00535;C00575;C00584;C00681;C00704;C00735;C00762;C00777;C00951;C01227;C01245;C01471;C03917;C05981;C07653;C15493;C16038;C16844;C21641;C21642	31	C00149;C00122	2	6.45161290322581
hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	NA	Metabolism; Biosynthesis of other secondary metabolites	0.276706380022241	0.785016428272723	C00025;C00029;C00031;C00043;C00092;C00229;C00397;C00825;C00832;C00908;C01441;C01555;C01737;C01743;C01759;C01822;C01823;C01917;C02033;C02627;C07656;C12210;C12211;C15652;C17209;C17580;C17581;C17582;C17583;C17584;C17585;C17586;C17587;C17588;C17589;C17701;C17702;C17703;C17704;C17705;C17706;C17707;C17712;C17997;C18000;C18001;C18002;C18003;C18004;C18005;C18006;C18007;C18008;C18009;C20350;C20351;C20353;C20509;C20614;C20699;C21176;C21251;C21252;C21253;C21254;C21255;C21256;C21257;C21258;C21259;C21260;C21261;C21262;C21263;C21264;C21265;C21266;C21267;C21268;C21269;C21270	81	C00025;C00029;C00043;C00092	4	4.93827160493827
hsa04022	cGMP-PKG signaling pathway	Cyclic GMP (cGMP) is the intracellular second messenger that mediates the action of nitric oxide (NO) and natriuretic peptides (NPs), regulating a broad array of physiologic processes. The elevated intracellular cGMP level exerts its physiological action through two forms of cGMP-dependent protein kinase (PKG), cGMP-regulated phosphodiesterases (PDE2, PDE3) and cGMP-gated cation channels, among which PKGs might be the primary mediator. PKG1 isoform-specific activation of established substrates leads to reduction of cytosolic calcium concentration and/or decrease in the sensitivity of myofilaments to Ca2+ (Ca2+-desensitization), resulting in smooth muscle relaxation. In cardiac myocyte, PKG directly phosphorylates a member of the transient potential receptor canonical channel family, TRPC6, suppressing this nonselective ion channel's Ca2+ conductance, G-alpha-q agonist-induced NFAT activation, and myocyte hypertrophic responses. PKG also opens mitochondrial ATP-sensitive K+ (mitoKATP) channels and subsequent release of ROS triggers cardioprotection.	Environmental Information Processing; Signal transduction	0.28495258250469	0.785016428272723	C00020;C00027;C00076;C00144;C00212;C00238;C00533;C00575;C00942;C01245	10	C00020	1	10
hsa04261	Adrenergic signaling in cardiomyocytes	Cardiac myocytes express at least six subtypes of adrenergic receptor (AR) which include three subtypes of beta-AR (beta-1, beta-2, beta-3) and three subtypes of the alpha-1-AR (alpha-1A, alpha-1B, and alpha-1C). In the human heart the beta-1-AR is the pre- dominate receptor. Acute sympathetic stimulation of cardiac beta-1-ARs induces positive inotropic and chronotropic effects, the most effective mechanism to acutely increase output of the heart, by coupling to Gs, formation of cAMP by adenylyl cyclase (AC), and PKA- dependent phosphorylation of various target proteins (e.g., ryanodine receptor [RyR]; phospholamban [PLB], troponin I [TnI], and the L-type Ca2+ channel [LTCC]). Chronic beta-1-AR stimulation is detrimental and induces cardiomyocyte hypertrophy and apoptosis. beta-2-AR coupled to Gs exerts a proapoptotic action as well as beta-1-AR, while beta-2-AR coupled to Gi exerts an antiapoptotic action.	Organismal Systems; Circulatory system	0.28495258250469	0.785016428272723	C00076;C00080;C00165;C00238;C00547;C00575;C00788;C01245;C01330;C07056	10	C00788	1	10
hsa04928	Parathyroid hormone synthesis, secretion and action	Parathyroid hormone (PTH) is a key regulator of calcium and phosphorus homeostasis. The principal regulators of PTH secretion are extracellular ionized calcium (Ca2+) and 1,25-dihydroxyvitamin D (1,25(OH)2D3). Under conditions of dietary Ca restriction, a decrement in serum Ca concentration induces release of PTH from the parathyroid gland. PTH acts on bone and kidney to stimulate bone turnover, increase the circulating levels of 1,25(OH)2D3 and calcium and inhibit the reabsorption of phosphate from the glomerular filtrate. This hormone exerts its actions via binding to the PTH/PTH-related peptide receptor (PTH1R). PTH1R primarily activates two sub-types of heterotrimeric Gproteins: Gs and Gq , which in turn regulate the activity of adenylyl cyclases and phospholipase C (PLC) that control the flow of cAMP/PKA and IP/PKC signaling cascades, respectively.	Organismal Systems; Endocrine system	0.28495258250469	0.785016428272723	C00009;C00020;C00076;C00165;C00575;C01245;C01330;C01561;C01673;C18231	10	C00020	1	10
